archivo,contrast_mean_0,contrast_mean_1,contrast_mean_2,contrast_mean_3,contrast_mean_4,contrast_mean_5,contrast_mean_6,contrast_std_0,contrast_std_1,contrast_std_2,contrast_std_3,contrast_std_4,contrast_std_5,contrast_std_6,zcr_mean,zcr_std,cent_mean,cent_std,bw_mean,bw_std,roll_mean,roll_std,rms_mean,rms_std
0_Negative_male_26.wav,17.59812809676492,12.43238913901082,15.801282495915094,16.151873052839612,19.16273343760447,19.70493113497795,58.90592039881651,6.024177538810175,3.817348386920873,4.551590010127111,4.179329154680934,3.609430791899386,4.111320125319219,11.716414728556323,0.2374220264050387,0.1628718384725557,2842.877033583016,1345.9965819927695,2093.4153601547005,458.2402201134623,5158.537540879361,1944.08094118637,0.0579101555049419,0.0956347584724426
1001_Negative_male_30.wav,20.18772999793029,13.291292469719329,14.64843419441443,16.153570160273077,18.42808966914093,20.33524645676186,51.64321528921128,8.100369108218178,4.193746660972068,3.651416741666125,4.507823577071235,4.952055790354161,6.002487692015436,19.476450850799157,0.1340378801484674,0.0869216044041648,1822.1402978961708,943.5310339334226,1518.8041715443828,693.3868978237729,3530.8677936422414,1852.10982448036,0.1070630922913551,0.1098187863826751
1002_Negative_male_27.wav,29.09053487700789,12.563586325678244,14.6453514153261,14.086199698713456,17.336403762319872,16.28390513292645,45.39003252981016,7.177867646219907,3.618286949978451,4.466352645433367,2.7091569578356767,3.933561564229902,2.9504130227116345,7.408868633740471,0.1025292478015075,0.0335841792984772,1938.5160974550288,338.0899044061555,2113.456366348598,306.1839735651889,3922.9384225816575,909.5044560257144,0.0284634288400411,0.0604799464344978
1003_Negative_male_30.wav,16.287298901623345,14.803905149746424,16.86694427754071,15.54642379038511,15.273170319663263,17.01042513594166,49.81672689685789,7.939573228190294,6.078108992048998,6.090129477057969,5.000866010761505,3.1733454251811435,3.5147793406649623,15.077521498396768,0.4172229505565068,0.257154882184318,3254.0343460687573,1010.00271710899,2385.822538719156,529.1918944662161,5945.253471479024,1786.9563057640269,0.0748836919665336,0.11711385846138
1004_Negative_male_29.wav,27.23001407566848,12.134478320573493,14.637388470446677,14.570179792670436,16.4435848053423,17.919389603129723,48.00961424447827,7.865797198282827,3.378038767081157,4.390390547517976,2.7166062719549244,2.830090190510933,3.937105361450477,6.8583013514455065,0.1241141183035714,0.0472292127532247,2237.8305875433625,498.3019369535703,2423.889111801167,334.2331089954497,4973.8623046875,1310.6932317793887,0.0366943292319774,0.0609248802065849
1005_Negative_male_59.wav,18.40496413039948,12.244243662738516,14.215816052576317,16.95204161275321,17.864877394708063,18.84783048855765,50.11804611771576,7.324041515825619,4.076565057802809,4.065928023580455,5.486768897908044,5.331056904754218,4.745985249033425,22.91966674793441,0.228603515625,0.1847780765265453,3082.2500891496184,1873.85949584156,1828.326613808252,1001.084868934036,5058.235546875,2757.460201795501,0.0304947458207607,0.0572936125099659
1006_Negative_male_20.wav,20.1244629803146,11.558878769461902,17.658338708943322,16.727458631600133,17.68565867317413,19.11518421081902,46.18851647653705,6.25814432867253,3.693495371637272,6.282138379970431,5.21223966098929,4.348044554515418,5.244960250099182,8.565188831465097,0.199758769660596,0.133587003275135,2160.4196133966934,860.3650285274274,1871.3256520187067,511.3401873497692,4026.5663803807943,1583.1344220635992,0.026324775069952,0.06140111759305
1007_Negative_female_44.wav,19.389111526464266,12.92832368432796,14.844323313818986,16.242374411266564,19.498218496263068,20.691797771371142,57.7743101629993,6.6429289321279485,4.425501654489048,4.022230770046865,3.376931677640045,4.6484401080035065,4.8557441248972015,8.29243237399851,0.1545971986140167,0.0890519143533885,1971.795075817893,912.3943504810708,1689.5855170543666,475.69715322329904,3793.267439199791,1698.1497869289617,0.0754887759685516,0.0732104778289794
1008_Negative_female_52.wav,22.56707138042796,12.837150154259756,13.877180713904275,15.222741053361757,17.105762091208366,21.60330689369045,48.05338375190596,5.663606426443823,3.8710921790479857,3.562035946744956,4.425910210335687,3.858085759869786,6.349668896502125,4.808689830963492,0.2357307909959758,0.0747022896493179,2718.5493071435417,582.6258513291756,2031.6503793943664,450.0493718855213,4683.515006051936,1160.1361929903037,0.0151433013379573,0.0324695743620395
1009_Negative_female_27.wav,21.04655829537645,11.714677074053077,14.961823542054477,16.62010781404134,17.071470361724955,16.130023034518352,47.90767137266971,4.97231173327759,3.8621835689941855,4.696022028069581,5.399381450951712,4.666783393720941,2.9333752362603107,10.14595308321025,0.3183517456054687,0.1202423340747611,2954.48241604604,921.8074073579623,2451.974503991866,293.3488785132757,5863.322982788086,1230.5376205925018,0.0095962947234511,0.0304162893444299
100_Negative_female_49.wav,23.26655927165422,13.398859380857369,15.467681772605346,15.51296652309538,18.96468170268658,19.17425376994811,53.0037046369548,9.039943089139612,3.967357406468273,3.832506042010989,3.4836712941403225,3.763526840560061,4.167436688358413,12.215337427512006,0.2184329149199695,0.138298358991294,2608.09316405102,1018.6438322020176,1990.570147667792,374.1645940922687,4851.141804020579,1245.546777680252,0.0493506342172622,0.0705473944544792
1010_Negative_male_27.wav,24.21031783245286,12.0806257463111,13.668927405459147,14.225208708877917,15.582298760686475,16.222400597267644,51.19774159298317,10.62644208530407,4.767216768608553,3.842246210592206,3.123356204811952,3.668962885132131,3.293377123069484,20.888234268489605,0.2228198366116751,0.1502813903337891,2937.4470442607912,1506.2939991501926,1830.967253523041,766.4281807398901,5075.113643123414,2194.394498015434,0.0324937999248504,0.0470213666558265
1012_Negative_male_20.wav,19.933513139637235,11.861909203057952,14.423293160126237,17.78734283800074,21.449337660537434,21.28844409068934,55.88870640142776,7.470539207858452,4.036205342345986,4.762941431845898,5.7946603169807895,5.845063682729893,7.304678679048275,9.441602965820834,0.3699722559628975,0.0909242072560597,3837.8666839482735,562.5081075472891,2313.3020940006954,524.2380741400399,6443.259389493153,519.6147940542802,0.0358627326786518,0.0686771273612976
1013_Negative_female_23.wav,16.03240141906941,11.8511648991124,13.257492454082923,13.46896305112865,14.4375819229905,15.31953061726946,27.860176114162208,8.843786033036467,3.773467506781027,4.706612413254575,4.281597189031821,5.005162745694055,5.967976801166458,22.155765010755072,0.0738937150186567,0.1093449160563403,1212.8784383621007,1572.133188146336,842.0959507094177,989.1767046822,2131.240744519589,2656.167764164989,0.0345851555466651,0.0711129307746887
1014_Negative_male_29.wav,20.567189084987238,12.466864146713563,15.94861096289755,15.801510539665632,17.022269894635443,18.232467785297928,50.39105300644312,7.698716646262859,4.392717310457205,4.465335850820796,3.95413619137011,3.116121756138368,3.84623058292474,10.332462872897253,0.2357259957901554,0.1810324705278003,2031.0494481221049,977.813155595116,1905.7422390321235,601.1818597104071,3932.598845328692,1918.5906682447448,0.0146879805251955,0.0225514695048332
1015_Negative_female_43.wav,26.33204536722856,12.050838096088734,13.71568475250166,14.354192433658977,17.314556528521543,17.580202441055565,47.16109127943105,9.432788902716222,3.882029354518868,3.934210925992722,2.7073888499196546,3.1082234481201203,3.271578665869153,6.427216759670185,0.1974771385368663,0.1104927597110407,2834.2659622068777,1021.2469283841552,2460.58751058461,411.3674437125919,5595.953566028225,1786.3874581034163,0.047376699745655,0.0962629467248916
1016_Negative_male_28.wav,22.307125124514368,11.78406462177115,14.544906169246614,14.763852735034831,15.984375002902542,18.17643196414464,50.15156790129405,5.90414843810942,3.4032660819383582,3.932011562192904,2.9658052528724794,2.502732832612867,2.5693592469183986,8.995733207148614,0.1473078752428756,0.047778183181186,2178.7515912258664,498.1169538663357,1964.3266066742688,247.48782984752503,4413.525643620466,1038.9266791427644,0.0196898877620697,0.051198411732912
1018_Negative_male_39.wav,23.008788727055723,12.172811037123624,16.628978025847335,16.64098954969584,18.58820952487564,17.57014316433403,48.53519206236556,11.209295019675144,4.561084110338567,6.242097206196826,5.73853790708427,5.952264815437925,3.985210693535544,15.596181660739765,0.1668611149520649,0.1417342877953338,2010.6642663016137,1365.4739946509824,1953.3476767939128,734.7895631664261,3855.0467972206857,2597.6788075874656,0.028058685362339,0.0471337661147117
1019_Negative_female_43.wav,19.532410660728456,16.782711703386088,17.702910963510163,16.728514818101,16.950611106173227,17.170030079634255,50.66100133179235,6.845887969981646,6.727254016494121,5.906903228841394,5.149710294440632,4.172110807591878,3.309317727551426,11.565504586917072,0.1142789110725308,0.09767720087711,1573.5517802822944,1048.2780908740804,1465.2575514394512,769.1342744942186,2959.486219618056,2251.6924308759803,0.0815954804420471,0.0870909690856933
101_Negative_female_26.wav,16.69625272458932,12.067987078308372,12.909115669558902,13.897769634520134,15.172656603305448,16.610844158139162,31.42905601605164,8.420727647597753,4.037637391311969,3.92954490873224,3.8983455674656176,3.920610787802119,5.501221952948249,20.50216305228612,0.0815153301886792,0.0893481308097771,1236.853005380527,1345.9252083947372,895.659046961023,916.1700711662602,2095.7630085495284,2394.646570132642,0.0217498894780874,0.0371179096400737
1020_Negative_male_34.wav,19.771496294271625,13.9034365368179,14.6335863702391,15.124050236776595,17.333997161017237,17.39942691452136,45.0928771010028,5.21158699962209,3.6598088972753713,3.799689911819989,3.033780484586683,2.79164741050968,2.9471470070264134,3.5426904629913976,0.1374863961442786,0.0864297352534839,2788.9281353456013,1022.2495711304437,2751.1974352784896,430.6728176020091,5788.949903801306,2209.117240967767,0.0154989538714289,0.0397466495633125
1021_Negative_male_25.wav,22.41519733487744,12.265493993237088,14.563889717293629,16.704651432140878,16.584925459889178,16.52085178688415,47.12645646183845,11.228161124003297,5.118979437887338,5.523767695717621,6.226845006454272,4.742235418044151,3.856725480325814,14.97051328328089,0.2826154199660634,0.2592632397876718,2433.3856839024465,1367.5743904586918,2091.0638359156046,665.6045727572764,4661.256429404694,2491.597280221163,0.0382266528904438,0.0613573677837848
1022_Negative_male_48.wav,16.129389819796483,11.10266027251688,13.225583339409107,15.342802659316574,15.509940006189566,16.4834985135505,47.07377343360643,7.158982942322201,3.2707195537585863,3.142817646544156,3.8861996531864937,2.700679303926592,3.1614574639976,9.171259093363236,0.4350989583333333,0.2053405012390645,3094.726122408318,574.9539457256882,2369.458751351575,502.1254920828909,5821.7455078125,1224.6459933082122,0.0201066378504037,0.0543433390557765
1023_Negative_male_29.wav,19.664762641045403,11.494186439874468,13.356716989377832,13.134726143756984,14.397254054020582,17.114734294652077,37.32552625852281,13.360192747735484,4.75401968558584,5.300638720733807,4.287482545275903,4.468295934231447,6.1892243029565845,20.669439541014064,0.1610804966517857,0.1435184433209447,1965.8557549118116,1438.6963781524646,1428.9082027444113,919.379274260763,3495.477764423077,2417.792651935825,0.0276267100125551,0.0518834479153156
1024_Negative_male_26.wav,21.250684059411185,13.116907586560194,16.603641694234444,17.288657653466974,19.527978150036866,24.06064877033736,52.984151196815176,6.8562561138585245,4.566951069369864,5.7052086614135264,4.987220718591566,4.425226637310922,5.653743137631534,7.091395647148816,0.1814698128312721,0.1367892391959208,1791.3618747654857,1110.0362651783803,1663.6439265203755,744.6227760263956,3372.000693600928,2349.0627686994326,0.0492500178515911,0.0705514401197433
1025_Negative_male_22.wav,21.573173948402037,11.873402545869766,13.93616093943746,15.002578411390674,17.968490499570144,16.545797670138032,46.773194627306665,7.601079843421106,3.52202743670354,3.627826105024911,2.822492938407258,3.2344488818240147,2.339173921878157,6.850101584656511,0.2631336736222044,0.225294921702276,2633.768729830369,752.8200560048921,2344.306388946208,409.79232225827707,5231.123639676518,1508.0302417531384,0.058806873857975,0.0936634466052055
1026_Negative_male_18.wav,21.60767378811051,11.36698453857584,14.313997252072198,16.249550544517977,17.937505759551048,16.010504039553417,47.86569049438267,5.729759429915946,3.496140527149596,3.8385892745101295,4.263221217723624,4.751438659023479,2.79870773441908,5.135654564761443,0.190949470766129,0.094887000486804,3152.515706174056,993.9942933900604,2639.781145741748,406.7112595694207,6287.209078881048,1743.639391545532,0.0674419105052948,0.1262715309858322
1027_Negative_female_36.wav,18.91823434799261,12.415315676281596,14.956704759427543,16.258693867593184,16.227063484465937,16.306335534374643,37.18980099551396,9.229003818204788,4.12787570750098,4.485143870929193,4.51825375745423,3.7269013820628496,3.0967243732710674,15.826737343083275,0.1714548241725768,0.1837819822693741,1840.4216265551163,1566.775132036851,1492.576845012405,1068.039286305581,3450.5558095079787,2845.1872165888467,0.0355411730706691,0.0662272125482559
1028_Negative_male_51.wav,19.61507368618091,10.562004078288016,14.281825578840795,14.80726907333001,17.798338530682273,18.0927464982816,49.31760545252604,8.536506471986641,3.558634558792795,4.28520825970646,3.8037680308249424,4.5735696790882825,4.475224363440042,11.61739906779858,0.3825676830851801,0.2278093978815805,2794.2252165447594,684.192212579487,2176.6662253430454,508.6663952790949,5316.553816438712,1299.9157945794566,0.0215224847197532,0.0442653484642505
1029_Negative_male_23.wav,20.58453323691904,12.640365051901918,16.354377498419925,17.49812736252388,20.75751361493481,19.30372045865535,44.25642840393049,6.682826913413309,3.996852039168693,4.278271210414574,4.513024889069808,6.242990087106856,5.877043171154101,7.214276153796374,0.1421090262276785,0.0911882279137252,1671.7098206811722,705.77318079342,1698.223581087418,690.8446991683086,3365.4473876953125,1776.2662342527915,0.0636788308620452,0.1015506163239479
102_Negative_female_25.wav,14.229374988359956,11.754285016297615,17.17234710584739,17.47734191062496,18.10670555728616,18.767708478409777,50.95570612307633,4.95376707653076,4.459978985296622,7.402565203749268,6.112177076825986,5.010098339183318,3.8146656403413113,9.905829057589338,0.2447280883789062,0.141167455735483,2281.6131461839905,649.5711124174063,1999.6046465320203,545.0927571305741,4285.94856262207,1430.2827209673133,0.0131642865017056,0.0242932960391044
1030_Negative_male_29.wav,18.518501756177105,12.064252410442291,14.85549725365258,16.462366771491443,17.85428354431946,19.50634213056137,49.45182985914849,5.143765612863028,3.1974996832691107,4.178956582756121,3.737088329925623,4.445286637981661,3.305915081808384,6.491698223762659,0.1330362955729166,0.0373563024385804,1648.8289631022217,472.6395457387548,1403.566257669782,354.7979059086656,2755.913543701172,723.6618637769404,0.0041237180121243,0.0072601847350597
1031_Negative_female_22.wav,20.01926469122341,13.548894991581667,16.594554259694984,19.34657732417976,16.650215955845603,17.972171439090484,35.980863282613086,8.149422289294227,5.12659192823575,5.163646131870349,6.017191309067305,4.85504808644558,6.121033348966579,13.478222183347231,0.0745932569781553,0.0821264638740693,1137.5595096979384,930.2304893803188,1277.0764149290949,890.6041273383031,2187.013852017597,2130.5616802630752,0.0573037080466747,0.0911168307065963
1032_Negative_male_21.wav,19.631737895648737,12.849366634299848,15.660988279956763,16.050930898038,19.364518826736397,18.28438441495813,48.216030328521775,6.1108965615645525,3.673025016684744,3.947418949071088,3.231391224774508,4.699391952720516,3.042872160962656,5.543872692161841,0.1295947078544061,0.0763844138341701,2430.956266098194,1057.7696591196066,2448.0864606036234,585.6248114058476,5180.6329135237065,2340.493858480351,0.1981790959835052,0.1496239006519317
1033_Negative_male_28.wav,19.657253173059143,12.899463483656136,13.467867080037973,14.274799968437284,17.435468727915804,15.612566950764094,41.25140249665802,8.378626725730612,3.712198346754272,3.171060927307319,3.354734956987804,5.150304909144095,3.331814196494613,20.947596007298028,0.0868985391076589,0.0841004357498695,1291.639820950203,1023.4107688972211,1231.9262476784706,878.5926608049241,2485.4668589685693,2063.6042940396924,0.0214403383433818,0.0437771789729595
1035_Negative_female_36.wav,21.19557197521553,12.061521614390536,15.594659456511163,15.687337742339166,20.212792419685048,18.52374749027376,54.27769864297136,7.884970494567402,3.646486034538347,4.71140460518935,4.067711086183652,4.202314420847037,4.045887688532918,9.060230681292886,0.2501720991290984,0.1805266221355825,2548.749331873011,897.3519265652134,2109.7565586753194,520.5465797710688,4863.062123783299,1790.6398218472118,0.0119988033547997,0.0188013985753059
1036_Negative_female_28.wav,16.059328091920424,12.620912443951964,15.030904035212572,15.693901909036311,17.464660308515057,18.12874921354273,48.09577290548267,6.230552165712819,4.5035765011636935,4.068450847378238,3.0210835547039347,3.4445752991555403,3.524582743668257,5.460170319623497,0.2370712280273437,0.1217614373718325,3254.0030105126143,1100.442113350948,2741.494081863343,479.2797491662079,6462.34977722168,1961.7490791370808,0.035864170640707,0.0697106420993805
1038_Negative_male_42.wav,21.38827166401329,12.868333106123927,15.530066291622534,15.344582075943707,16.792555477811522,20.14795260887065,50.52440117997672,4.875707625340592,3.9094283631448494,4.294807870863876,3.299103518262116,3.234960775578219,5.459285141834295,8.552935295880232,0.2615860133495146,0.1089407869548814,2716.5751080361133,775.2539438448287,1971.419793045804,634.5480425606481,4880.336724438714,1524.0403361994677,0.0421781800687313,0.0751127079129219
1039_Negative_male_22.wav,12.262162545527856,10.05287208046866,10.907062238528532,11.381019977768824,12.36337484884118,12.336188900776554,22.72063073942264,5.978901521413219,2.0867770598435,2.929304597641996,3.3125336833435823,4.314210001108485,4.293812573165204,20.003471048124588,0.0386984306469298,0.0617533577693382,721.1005834462857,1165.5268391663628,546.1073197466466,843.9210920727361,1279.195042660362,2129.234271473213,0.0837671235203743,0.180464506149292
